order_id,date,customer_id,product_category,product_name,quantity,unit_price,total_price,payment_method
5162,2023-11-19 02:00:00,CUST_389,Tech,Headphones,1,484.05,484.05,Debit Card
3393,2023-12-19 18:00:00,CUST_784,Tech,Tablet,4,72.99,291.95,PayPal
1398,2023-10-15 20:00:00,CUST_670,Garden,Shovel,2,239.72,479.44,Debit Card
4011,2023-12-22 17:00:00,CUST_989,Appliances,Microwave,3,803.67,2411.02,Cash
4802,2023-10-06 00:00:00,CUST_557,Tech,Laptop,4,663.6,2654.4,Debit Card
4519,2023-12-14 20:00:00,CUST_160,Tech,Smartphone,3,677.63,2032.9,Cash
5575,2023-12-06 07:00:00,,Garden,Shovel,2,219.46,438.93,Cash
1644,2023-10-06 08:00:00,CUST_813,Tech,Tablet,2,820.14,1640.29,Cash
5413,2023-11-27 20:00:00,CUST_565,Tech,Laptop,4,898.93,3595.73,Credit Card
2816,2023-11-26 12:00:00,CUST_288,Furniture,Sofa,3,885.29,2655.87,Credit Card
4490,2023-11-28 08:00:00,CUST_767,Garden,Hose,5,280.23,1401.13,Cash
2066,2023-12-13 06:00:00,CUST_807,Tech,Headphones,4,363.85,1455.4,Debit Card
3573,2023-12-20 02:00:00,CUST_673,Furniture,Sofa,2,991.46,1982.92,Credit Card
4400,2023-11-02 09:00:00,CUST_913,tech,Laptop,2,-50.0,-100.0,
1993,2023-12-13 18:00:00,CUST_329,Furniture,Chair,4,451.55,1806.19,Credit Card
4336,2023-10-05 20:00:00,CUST_508,Tech,Laptop,4,216.78,867.13,Credit Card
5901,2023-10-08 11:00:00,CUST_941,Tech,Tablet,2,103.37,206.74,Debit Card
2508,2023-10-19 18:00:00,CUST_515,Appliances,Coffee Maker,2,710.71,1421.41,Credit Card
5677,2023-11-20 17:00:00,CUST_709,Appliances,Microwave,5,703.84,3519.22,Cash
3811,2023-12-09 08:00:00,CUST_253,Furniture,Table,2,59.31,118.62,Debit Card
1621,2023-10-14 05:00:00,CUST_115,Furniture,Table,4,151.98,607.91,Credit Card
1761,2023-10-11 12:00:00,CUST_261,Garden,Hose,3,965.11,2895.34,PayPal
4023,2023-11-22 08:00:00,CUST_923,Tech,Headphones,1,225.33,225.33,Debit Card
4638,2023-10-13 15:00:00,CUST_899,Garden,Hose,5,662.84,3314.22,Cash
1671,2023-10-17 02:00:00,CUST_406,Furniture,Table,2,335.07,670.13,Credit Card
2746,2023-10-29 19:00:00,CUST_814,Tech,Smartphone,3,10.55,31.65,Credit Card
2402,2023-10-16 03:00:00,CUST_277,Tech,Smartphone,2,621.52,1243.04,Credit Card
1649,2023-12-03 06:00:00,CUST_427,Tech,Laptop,4,920.02,3680.09,Debit Card
4557,2023-11-27 04:00:00,CUST_297,Garden,Lawnmower,1,236.02,236.02,Cash
3193,2023-10-31 13:00:00,CUST_867,Tech,Tablet,1,375.11,375.11,Cash
4545,2023-12-04 09:00:00,CUST_722,Garden,Pot,1,338.66,338.66,Cash
5764,2023-11-08 19:00:00,CUST_510,Home,Mirror,5,787.5,3937.52,Debit Card
4287,2023-12-11 09:00:00,CUST_517,Garden,Hose,2,794.78,1589.57,PayPal
3816,2023-11-21 11:00:00,CUST_261,Home,Lamp,5,94.08,470.41,PayPal
2685,2023-10-14 23:00:00,CUST_697,Garden,Hose,3,733.43,2200.29,Debit Card
2692,2023-11-18 20:00:00,CUST_467,Appliances,Blender,1,96.2,96.2,Cash
3451,2023-11-24 07:00:00,CUST_704,Furniture,Table,4,739.34,2957.35,PayPal
1501,2023-10-07 04:00:00,CUST_820,Home,Mirror,4,777.29,3109.17,Cash
1169,2023-10-26 01:00:00,CUST_704,Tech,Tablet,1,150.06,150.06,Debit Card
2690,2023-10-10 23:00:00,CUST_841,Home,Vase,3,171.68,515.03,Credit Card
1031,2023-12-16 09:00:00,CUST_893,Garden,Lawnmower,1,302.56,302.56,Credit Card
5107,2023-12-17 06:00:00,CUST_853,Garden,Hose,4,818.8,3275.22,Debit Card
1405,2023-12-22 07:00:00,,Home,Vase,5,118.16,590.81,PayPal
1856,2023-10-15 05:00:00,CUST_680,Garden,Hose,2,888.56,1777.12,PayPal
1150,2023-12-18 13:00:00,,Furniture,Bookshelf,4,731.16,2924.63,Credit Card
4428,2023-11-02 04:00:00,CUST_104,Garden,Pot,5,912.87,4564.35,Cash
4247,2023-11-08 10:00:00,CUST_283,Tech,Tablet,4,841.44,3365.77,PayPal
3539,2023-11-11 02:00:00,CUST_530,Appliances,Toaster,1,687.1,687.1,Cash
5263,2023-10-28 04:00:00,CUST_563,Garden,Pot,1,639.7,639.7,Credit Card
1107,2023-11-12 10:00:00,CUST_275,Appliances,Coffee Maker,3,898.87,2696.61,Debit Card
4299,2023-12-12 17:00:00,CUST_296,Furniture,Bookshelf,3,521.33,1564.0,Debit Card
3703,2023-10-29 10:00:00,CUST_563,Furniture,Bookshelf,2,192.83,385.67,Debit Card
4517,2023-12-25 01:00:00,CUST_974,Garden,Shovel,5,254.77,1273.84,PayPal
1570,2023-11-19 01:00:00,,Appliances,Blender,5,737.4,3687.02,Credit Card
2806,2023-10-18 08:00:00,CUST_981,Home,Cushion,3,114.57,343.71,Debit Card
5248,2023-10-04 02:00:00,CUST_788,Garden,Pot,5,413.3,2066.51,Debit Card
5312,2023-10-28 18:00:00,CUST_959,Furniture,Bookshelf,2,32.13,64.26,Cash
5345,2023-11-13 15:00:00,CUST_171,Garden,Pot,1,368.82,368.82,Debit Card
3797,2023-10-13 09:00:00,CUST_535,Appliances,Microwave,3,818.43,2455.3,PayPal
4002,2023-12-02 02:00:00,CUST_301,Tech,Tablet,3,19.32,57.95,PayPal
4319,2023-10-23 22:00:00,CUST_997,Appliances,Toaster,3,880.41,2641.23,Cash
5646,2023-10-22 07:00:00,CUST_469,Home,Cushion,3,555.23,1665.68,Cash
2838,2023-12-10 10:00:00,CUST_523,Garden,Lawnmower,2,872.47,1744.94,Credit Card
5205,2023-10-16 19:00:00,CUST_311,Furniture,Chair,3,637.59,1912.76,Cash
5931,2023-10-09 14:00:00,CUST_202,Appliances,Blender,1,382.06,382.06,Debit Card
5174,2023-10-17 01:00:00,CUST_305,Furniture,Table,2,898.08,1796.16,Cash
1035,2023-10-25 02:00:00,CUST_360,Garden,Shovel,5,565.0,2825.01,Cash
1080,2023-12-09 23:00:00,CUST_280,Tech,Tablet,3,236.07,708.22,
4528,2023-10-31 20:00:00,CUST_511,Furniture,Sofa,2,702.94,1405.88,Cash
3566,2023-10-11 19:00:00,CUST_484,Home,Mirror,5,330.98,1654.88,Debit Card
3377,2023-11-07 12:00:00,CUST_337,Tech,Headphones,1,939.78,939.78,Cash
3719,2023-11-22 10:00:00,CUST_278,Tech,Laptop,5,34.76,173.79,Credit Card
4042,2023-11-08 04:00:00,CUST_332,Garden,Pot,4,129.75,519.0,Credit Card
3743,2023-10-29 10:00:00,CUST_858,Furniture,Sofa,5,434.15,2170.75,PayPal
1049,2023-12-11 07:00:00,CUST_895,Furniture,Table,4,80.82,323.27,PayPal
3758,2023-11-08 08:00:00,CUST_563,Furniture,Sofa,1,184.46,184.46,PayPal
3406,2023-10-22 19:00:00,CUST_520,Garden,Lawnmower,3,917.75,2753.25,PayPal
1450,2023-12-25 09:00:00,,Garden,Hose,1,938.23,938.23,Credit Card
3538,2023-10-01 12:00:00,CUST_288,Furniture,Sofa,1,700.16,700.16,PayPal
3289,2023-11-18 18:00:00,CUST_294,Tech,Smartphone,5,839.28,4196.42,PayPal
3411,2023-11-21 00:00:00,CUST_114,Furniture,Sofa,3,194.88,584.64,PayPal
2693,2023-11-25 23:00:00,CUST_425,Garden,Shovel,3,256.8,770.39,Cash
4837,2023-11-23 16:00:00,CUST_893,Appliances,Coffee Maker,5,927.65,4638.23,Credit Card
4816,2023-11-08 10:00:00,CUST_669,Tech,Smartphone,2,19.89,39.79,PayPal
3152,2023-12-14 18:00:00,CUST_905,Furniture,Bookshelf,3,56.43,169.3,Cash
5513,2023-12-29 02:00:00,CUST_944,Garden,Lawnmower,2,744.9,1489.81,Debit Card
2931,2023-11-28 20:00:00,CUST_872,Garden,Shovel,1,436.61,436.61,PayPal
2284,2023-12-10 16:00:00,CUST_412,Appliances,Blender,3,78.95,236.86,Cash
3366,2023-11-05 23:00:00,CUST_965,Furniture,Bookshelf,3,280.99,842.96,Cash
1205,2023-12-23 20:00:00,CUST_157,Tech,Headphones,5,480.47,2402.34,PayPal
1796,2023-10-15 04:00:00,CUST_583,Appliances,Blender,4,689.4,2757.6,Debit Card
2741,2023-10-05 18:00:00,CUST_594,Home,Mirror,1,217.85,217.85,Cash
4179,2023-11-21 20:00:00,CUST_890,Furniture,Table,2,523.22,1046.43,Credit Card
1321,2023-11-03 12:00:00,CUST_287,Appliances,Blender,4,192.56,770.22,PayPal
4355,2023-11-18 04:00:00,CUST_705,Garden,Pot,4,925.55,3702.2,Cash
3065,2023-12-15 18:00:00,CUST_918,Home,Mirror,2,551.67,1103.33,Credit Card
3814,2023-11-10 04:00:00,CUST_373,Appliances,Microwave,5,542.95,2714.73,Credit Card
1956,2023-12-19 09:00:00,CUST_693,Furniture,Table,1,24.92,24.92,Credit Card
3098,2023-11-03 17:00:00,CUST_178,Furniture,Sofa,3,730.97,2192.92,PayPal
3659,2023-10-09 09:00:00,CUST_386,Garden,Hose,4,825.17,3300.7,Debit Card
4172,2023-12-05 06:00:00,CUST_257,Tech,Smartphone,3,253.38,760.14,PayPal
1590,2023-11-14 09:00:00,CUST_855,Tech,Headphones,2,385.98,771.95,PayPal
2795,2023-11-07 17:00:00,CUST_216,Tech,Headphones,3,622.01,1866.02,Cash
5710,2023-12-18 09:00:00,,Garden,Lawnmower,5,142.23,711.15,PayPal
3192,2023-11-08 06:00:00,CUST_231,Home,Lamp,3,827.32,2481.97,Credit Card
3151,2023-10-19 14:00:00,CUST_168,Appliances,Toaster,1,716.4,716.4,Cash
5573,2023-12-24 12:00:00,CUST_463,Tech,Tablet,1,810.71,810.71,Cash
4843,2023-11-21 01:00:00,CUST_659,Appliances,Blender,2,578.57,1157.15,Debit Card
1123,2023-10-17 06:00:00,CUST_632,Furniture,Sofa,1,763.12,763.12,Cash
4741,2023-12-19 17:00:00,CUST_219,Furniture,Chair,2,325.17,650.34,PayPal
1251,2023-10-14 08:00:00,CUST_791,Garden,Pot,3,128.33,384.98,PayPal
5614,2023-11-03 07:00:00,CUST_135,Appliances,Coffee Maker,5,907.32,4536.62,Cash
1304,2023-11-06 10:00:00,CUST_713,Furniture,Sofa,5,178.66,893.28,Debit Card
5861,2023-12-23 20:00:00,CUST_821,Tech,Smartphone,5,517.39,2586.94,PayPal
1493,2023-12-25 06:00:00,CUST_471,Home,Mirror,5,748.6,3743.0,Debit Card
5264,2023-11-09 14:00:00,CUST_317,Tech,Smartphone,3,415.32,1245.95,PayPal
1295,2023-11-11 09:00:00,CUST_670,Furniture,Sofa,3,299.37,898.11,PayPal
3989,2023-10-29 11:00:00,CUST_289,Home,Mirror,5,698.26,3491.29,Debit Card
1311,2023-11-05 15:00:00,CUST_570,Furniture,Sofa,5,892.98,4464.88,Cash
2696,2023-10-14 06:00:00,CUST_814,Garden,Hose,2,153.35,306.71,Debit Card
5036,2023-11-13 06:00:00,CUST_303,Home,Mirror,2,73.65,147.3,Debit Card
3696,2023-12-27 08:00:00,CUST_135,Appliances,Toaster,5,382.78,1913.91,Credit Card
1005,2023-12-14 20:00:00,CUST_349,Tech,Headphones,2,976.25,1952.51,PayPal
1039,2023-11-22 02:00:00,CUST_666,Furniture,Chair,1,132.21,132.21,Debit Card
1303,2023-12-11 03:00:00,CUST_790,Garden,Hose,1,564.77,564.77,Debit Card
1944,2023-12-11 09:00:00,CUST_879,Garden,Hose,2,542.99,1085.97,Cash
1484,2023-12-04 10:00:00,CUST_688,Furniture,Bookshelf,5,69.92,349.62,Credit Card
4337,2023-10-10 11:00:00,CUST_195,Furniture,Bookshelf,2,110.92,221.83,Credit Card
4684,2023-10-07 05:00:00,CUST_754,Tech,Headphones,4,564.36,2257.46,Cash
1315,2023-10-28 11:00:00,,Furniture,Sofa,2,460.49,920.97,PayPal
4046,2023-11-22 20:00:00,CUST_379,Tech,Laptop,1,177.24,177.24,Debit Card
1980,2023-10-12 02:00:00,CUST_989,Tech,Smartphone,5,340.13,1700.66,
3958,2023-10-13 11:00:00,CUST_939,Garden,Lawnmower,2,24.5,49.01,Cash
1970,2023-12-12 19:00:00,CUST_676,Garden,Lawnmower,4,448.29,1793.17,PayPal
5910,2023-11-23 21:00:00,CUST_300,Appliances,Coffee Maker,2,340.43,680.87,Credit Card
5836,2023-10-30 03:00:00,CUST_464,Appliances,Blender,3,467.91,1403.73,PayPal
4409,2023-10-17 03:00:00,CUST_809,Home,Vase,3,579.94,1739.83,Credit Card
2914,2023-10-10 20:00:00,CUST_286,Tech,Tablet,4,585.16,2340.62,PayPal
1668,2023-12-15 15:00:00,CUST_306,Home,Vase,1,994.65,994.65,Credit Card
1174,2023-10-31 03:00:00,CUST_112,Appliances,Blender,2,526.96,1053.92,PayPal
2682,2023-11-11 18:00:00,CUST_271,Appliances,Microwave,5,187.97,939.86,Debit Card
4768,2023-11-12 11:00:00,CUST_736,Tech,Headphones,2,405.19,810.37,Debit Card
3890,2023-11-18 08:00:00,CUST_126,Garden,Hose,3,81.47,244.42,Credit Card
3906,2023-11-26 05:00:00,CUST_291,Tech,Smartphone,1,582.42,582.42,Credit Card
1007,2023-12-03 21:00:00,CUST_150,Garden,Shovel,1,702.56,702.56,PayPal
2068,2023-12-16 04:00:00,CUST_611,Appliances,Blender,3,791.76,2375.29,Debit Card
5735,2023-12-16 05:00:00,CUST_515,Home,Lamp,1,418.83,418.83,Cash
5291,2023-10-27 02:00:00,CUST_616,Tech,Headphones,4,620.44,2481.74,Cash
3343,2023-11-15 03:00:00,CUST_672,Appliances,Microwave,2,616.28,1232.56,Credit Card
2360,2023-12-07 00:00:00,CUST_615,Furniture,Sofa,1,976.85,976.85,
5483,2023-10-15 17:00:00,CUST_516,Tech,Laptop,2,755.09,1510.17,Cash
2200,2023-12-26 02:00:00,,home,Vase,2,-50.0,-100.0,
4040,2023-12-17 14:00:00,CUST_625,Furniture,Bookshelf,5,230.33,1151.64,
1794,2023-11-01 17:00:00,CUST_332,Home,Mirror,1,171.28,171.28,Debit Card
1486,2023-12-20 03:00:00,CUST_310,Tech,Laptop,2,304.17,608.35,PayPal
4242,2023-10-10 05:00:00,CUST_258,Home,Vase,3,779.95,2339.86,Cash
2792,2023-11-11 22:00:00,CUST_837,Garden,Shovel,1,453.16,453.16,PayPal
5216,2023-10-08 20:00:00,CUST_569,Furniture,Table,3,493.81,1481.42,Credit Card
1733,2023-11-16 08:00:00,CUST_725,Tech,Tablet,4,117.34,469.36,PayPal
5095,2023-10-26 14:00:00,,Home,Vase,3,825.05,2475.15,PayPal
2904,2023-10-21 17:00:00,CUST_282,Furniture,Table,4,611.72,2446.87,Cash
5082,2023-11-26 22:00:00,CUST_965,Appliances,Microwave,2,866.68,1733.37,Cash
2111,2023-12-01 22:00:00,CUST_470,Furniture,Chair,2,892.49,1784.99,PayPal
4550,2023-12-22 05:00:00,CUST_420,Garden,Lawnmower,3,115.96,347.89,Cash
4543,2023-12-04 14:00:00,CUST_594,Home,Cushion,1,121.92,121.92,Credit Card
5308,2023-11-21 10:00:00,CUST_845,Garden,Shovel,3,206.33,618.98,Cash
4307,2023-11-10 09:00:00,CUST_314,Tech,Tablet,2,893.95,1787.9,Credit Card
3269,2023-12-28 23:00:00,CUST_344,Furniture,Table,2,652.92,1305.84,Debit Card
3340,2023-10-10 03:00:00,,Tech,Smartphone,3,60.32,180.95,
3680,2023-11-26 21:00:00,CUST_908,Garden,Shovel,5,516.02,2580.12,
4044,2023-12-11 08:00:00,CUST_585,Tech,Smartphone,2,943.56,1887.13,Cash
5509,2023-10-07 22:00:00,CUST_118,Appliances,Blender,2,552.26,1104.53,Cash
1259,2023-10-15 23:00:00,CUST_989,Appliances,Coffee Maker,3,353.43,1060.29,PayPal
4375,2023-11-10 17:00:00,,Appliances,Microwave,1,442.74,442.74,Credit Card
1043,2023-12-22 04:00:00,CUST_830,Furniture,Sofa,1,257.42,257.42,PayPal
1373,2023-10-11 07:00:00,CUST_993,Tech,Tablet,3,519.02,1557.06,PayPal
1341,2023-11-28 01:00:00,CUST_926,Garden,Shovel,3,559.1,1677.3,Debit Card
2120,2023-12-02 00:00:00,CUST_986,Furniture,Table,4,365.29,1461.18,
3041,2023-12-10 01:00:00,CUST_266,Tech,Smartphone,3,822.39,2467.18,Debit Card
2660,2023-12-06 23:00:00,CUST_839,Appliances,Microwave,5,678.04,3390.21,
5640,2023-12-23 20:00:00,CUST_559,Appliances,Microwave,1,541.59,541.59,
2050,2023-11-10 03:00:00,,Home,Lamp,3,182.17,546.5,Debit Card
1119,2023-12-11 17:00:00,CUST_853,Furniture,Sofa,4,430.83,1723.32,Credit Card
3245,2023-12-15 13:00:00,CUST_628,Furniture,Bookshelf,4,856.03,3424.12,Debit Card
2059,2023-12-07 08:00:00,CUST_962,Garden,Hose,3,938.96,2816.89,Cash
2965,2023-10-02 16:00:00,,Home,Vase,3,202.97,608.92,PayPal
5380,2023-12-28 18:00:00,,Home,Lamp,4,838.96,3355.83,
3513,2023-10-10 13:00:00,CUST_638,Tech,Smartphone,1,762.55,762.55,Cash
5120,2023-11-15 19:00:00,CUST_467,Tech,Tablet,5,13.62,68.1,
3873,2023-11-12 04:00:00,CUST_373,Appliances,Blender,4,657.05,2628.21,Credit Card
3875,2023-10-01 20:00:00,CUST_953,Tech,Headphones,5,616.45,3082.27,Credit Card
5070,2023-11-02 13:00:00,CUST_631,Appliances,Microwave,3,839.12,2517.36,Credit Card
5733,2023-11-25 01:00:00,CUST_562,Appliances,Microwave,2,168.55,337.09,Credit Card
4805,2023-10-15 05:00:00,CUST_103,Garden,Shovel,2,331.62,663.24,Credit Card
1483,2023-11-04 00:00:00,CUST_456,Furniture,Chair,2,317.96,635.92,Cash
3291,2023-10-03 06:00:00,CUST_329,Home,Cushion,5,59.13,295.63,PayPal
5143,2023-10-22 08:00:00,CUST_582,Appliances,Toaster,2,961.07,1922.14,Debit Card
5505,2023-11-04 00:00:00,CUST_957,Tech,Tablet,5,374.64,1873.18,PayPal
2418,2023-11-06 23:00:00,CUST_115,Garden,Lawnmower,4,529.55,2118.18,PayPal
5419,2023-10-04 17:00:00,CUST_976,Home,Vase,3,69.95,209.86,Cash
3224,2023-11-06 00:00:00,CUST_149,Furniture,Sofa,5,975.16,4875.79,Cash
3770,2023-11-02 10:00:00,CUST_667,Appliances,Coffee Maker,1,988.79,988.79,PayPal
2084,2023-10-15 16:00:00,CUST_604,Tech,Laptop,2,941.78,1883.55,Cash
2224,2023-11-06 23:00:00,CUST_293,Home,Lamp,3,654.4,1963.21,PayPal
4978,2023-12-29 17:00:00,CUST_630,Tech,Headphones,5,312.92,1564.58,Cash
4088,2023-11-01 10:00:00,CUST_849,Tech,Tablet,3,168.21,504.63,Credit Card
5980,2023-12-20 15:00:00,,Garden,Hose,4,331.46,1325.83,
3561,2023-10-31 01:00:00,CUST_751,Furniture,Table,5,66.68,333.42,PayPal
4547,2023-10-06 07:00:00,CUST_690,Furniture,Bookshelf,2,94.37,188.73,Credit Card
1900,2023-10-22 17:00:00,,home,Vase,2,911.16,1822.33,
1346,2023-12-23 00:00:00,CUST_729,Furniture,Table,3,999.68,2999.03,Cash
2669,2023-11-11 11:00:00,CUST_973,Furniture,Table,2,489.48,978.95,Cash
1106,2023-12-03 08:00:00,CUST_248,Appliances,Microwave,3,102.78,308.33,Debit Card
2501,2023-12-05 19:00:00,CUST_372,Home,Mirror,4,576.8,2307.18,PayPal
5251,2023-12-03 21:00:00,CUST_170,Furniture,Table,2,191.74,383.48,Cash
4294,2023-10-21 09:00:00,CUST_793,Tech,Laptop,5,264.21,1321.04,Cash
1647,2023-10-31 10:00:00,CUST_397,Tech,Laptop,5,211.25,1056.27,Cash
2648,2023-10-07 01:00:00,CUST_617,Home,Cushion,5,885.68,4428.38,Cash
3315,2023-10-01 13:00:00,CUST_592,Furniture,Sofa,1,757.37,757.37,PayPal
5866,2023-12-05 20:00:00,CUST_884,Appliances,Toaster,4,640.27,2561.08,Credit Card
4779,2023-12-04 03:00:00,CUST_650,Furniture,Chair,2,910.78,1821.56,Debit Card
3676,2023-11-24 21:00:00,CUST_714,Tech,Tablet,3,365.78,1097.35,Cash
1863,2023-10-11 00:00:00,CUST_305,Tech,Smartphone,1,461.54,461.54,Credit Card
2199,2023-11-08 15:00:00,CUST_162,Furniture,Bookshelf,4,714.51,2858.06,Credit Card
2149,2023-12-21 17:00:00,CUST_522,Furniture,Chair,2,356.76,713.52,Cash
4763,2023-12-29 13:00:00,CUST_558,Appliances,Coffee Maker,1,255.29,255.29,Debit Card
3930,2023-11-01 16:00:00,CUST_189,Appliances,Microwave,3,146.74,440.21,PayPal
4249,2023-12-02 14:00:00,CUST_294,Furniture,Table,4,559.84,2239.37,Cash
5283,2023-11-27 02:00:00,CUST_626,Tech,Smartphone,3,593.01,1779.03,PayPal
3405,2023-10-23 07:00:00,CUST_807,Home,Vase,5,276.33,1381.63,Credit Card
5518,2023-11-03 21:00:00,CUST_974,Home,Mirror,5,116.73,583.63,Credit Card
3954,2023-11-29 10:00:00,CUST_424,Appliances,Coffee Maker,1,873.98,873.98,Credit Card
2165,2023-11-13 22:00:00,CUST_281,Home,Mirror,1,165.4,165.4,Debit Card
2697,2023-11-01 00:00:00,CUST_306,Home,Vase,4,304.15,1216.61,Debit Card
2707,2023-11-03 17:00:00,CUST_664,Home,Lamp,5,915.52,4577.61,Debit Card
1029,2023-10-27 22:00:00,CUST_944,Furniture,Bookshelf,3,981.03,2943.1,Credit Card
1582,2023-12-16 11:00:00,CUST_463,Garden,Hose,4,208.61,834.45,Cash
4412,2023-11-29 14:00:00,CUST_623,Tech,Laptop,5,914.75,4573.76,PayPal
2889,2023-10-13 16:00:00,CUST_178,Furniture,Table,4,979.37,3917.47,PayPal
5425,2023-10-04 09:00:00,,Garden,Pot,3,913.93,2741.8,Cash
3520,2023-10-24 12:00:00,,Tech,Laptop,2,977.5,1955.01,
1704,2023-11-09 03:00:00,CUST_776,Tech,Headphones,3,302.47,907.41,PayPal
2578,2023-11-11 01:00:00,CUST_907,Tech,Laptop,4,661.81,2647.24,PayPal
2626,2023-10-19 17:00:00,CUST_344,Appliances,Toaster,4,855.0,3420.0,Credit Card
2596,2023-12-25 09:00:00,CUST_154,Furniture,Bookshelf,4,653.53,2614.11,PayPal
